ATA,Descripción,Sentido,IMD Lab.,MES,IMD Laborables
A382,PIO BAROJA,Entre Gral. Avilés y Maestro Rodrigo,22097395.0,ENERO_2025,
A383,ALFAHUIR,Entre Ronda Norte y Primado Reig,189398044.0,ENERO_2025,
A384,TOMAS DE MONTAÑANA,Entre Av. Francia y Av. Baleares,315983291666667.0,ENERO_2025,
A385,CAMPOS CRESPO,Entre Dr. Marañón y Jacinto Labaila,446331481481481.0,ENERO_2025,
A386,SUECA,De Literato Azorín a Puerto Rico,21616.0,ENERO_2025,
A387,TRES CRUCES,Entre Archiduque Carlos y Campos Crespo,374790791666667.0,ENERO_2025,
A388,ALFAHUIR,Entre Valladolid y Primado Reig,152932054166667.0,ENERO_2025,
A39,AV. BURJASSOT,De Reus a Peset Aleixandre,845682916666667.0,ENERO_2025,
A390,RONDA NORTE,De Juan XXIII a Alfahuir,38682410525.0,ENERO_2025,
A391,RONDA NORTE,De Alfahuir a Juan XXIII,41023756675.0,ENERO_2025,
A392,ALFAHUIR ENTRADA - EMILIO BARO,Entre Ronda Norte y Primado Reig,1223654795.0,ENERO_2025,
A393,P.I. RONDA NORTE,Entre Alfahuir y Camino de Moncada,56636185.0,ENERO_2025,
A394,ALFAHUIR (SALIDA),De Primado Reig a Ronda Norte,8110437225.0,ENERO_2025,
A395,C/ RUAYA,Entre Constitución y Sagunto,727642708333333.0,ENERO_2025,
A396,C/ PINTOR MAELLA,Entre Baleares y Menorca,1052818625.0,ENERO_2025,
A397,REUS,Entre Burjassot y Constitución,789806358333333.0,ENERO_2025,
A398,HERMANOS MACHADO,Entre Juan XXIII y Av. Constitución,871290616666667.0,ENERO_2025,
A399,HERMANOS MACHADO,Entre Constitución y Alfahuir,697713870833333.0,ENERO_2025,
A402,AV. BALEARES,De Menorca a Ingeniero Manuel Soto,1232579645.0,ENERO_2025,
A403,ACCESO CAMINO DE MONCADA ( P.I.+ via de servicio),Entrada,11778695.0,ENERO_2025,
A404,ACCESO CAMINO DE MONCADA ( P.I.+ via de servicio),Salida,109751691666667.0,ENERO_2025,
A405,P.I. ANTONIO FERRANDIS,Entre Ausias March y Autopista del Saler,222555758333333.0,ENERO_2025,
A406,PROLONGACION JUAN XXIII,Entre Hermnanos Machado y Salvador Cervero,100592674166667.0,ENERO_2025,
A407,AVDA. DEL LEVANTE U.D.(entre Av. de Ecuador  y Juan XXIII),,132968504166667.0,ENERO_2025,
A408,ANTONIO FERRANDIS (entre Ausias March y Av. Amado Granell Mesado (militar)),,481566104166667.0,ENERO_2025,
A409,CAMINO DE LAS MORERAS (Entre Autopista del Saler y Paso elevado ferrocarril),,831824.0,ENERO_2025,
A410,AUTOPISTA DEL SALER (entre Avda. de la Plata y Puente de Monteolivete),,385627758333333.0,ENERO_2025,
A411,MENORCA,Entre prolongación alameda y Av. Francia,430394091666667.0,ENERO_2025,
A412,PONT DE L' ASSUT DE L' OR,Entre Menorca y Autopista del Saler,536096916666667.0,ENERO_2025,
A413,MENORCA,Entre Av. Francia y Av. Baleares,447696.0,ENERO_2025,
A414,INGENIERO FAUSTO ELIO,Entre Av de los Naranjos y C/ Mendizábal,248006157166667.0,ENERO_2025,
A415,SANTOS JUSTO Y PASTOR,Entre Jose Mª Haro y Serrería,738389333333333.0,ENERO_2025,
A416,AV. NARANJOS,Entre Luis Peixó y Paseo Marítimo,167959985294118.0,ENERO_2025,
A417,P.I. AV. CATALUÑA + P.I. CLARIANO,a V-21,291319991666667.0,ENERO_2025,
A418,ACCESO BARCELONA (PASO INFERIOR DE SALIDA),De Clariano a V-21,122779508333333.0,ENERO_2025,
A419,P.I. AV. CATALUÑA + P.I. CLARIANO,,551512483333333.0,ENERO_2025,
A42,AYORA,De Tres Forques a Av. Del Cid,8507165.0,ENERO_2025,
A420,AV. TRES CRUCES (Entre Campos Crespo y Gaspar Aguilar),,344394391666667.0,ENERO_2025,
A421,AV. TRES CRUCES (Entre Camino Nuevo de Picaña y Campos Crespo),,391866133333333.0,ENERO_2025,
A422,AV. CORTES VALENCIANAS,Desde Ronda Norte a Camp de Turia,891218266666667.0,ENERO_2025,
A423,PASEO DE LA ALAMEDA,del Pte. Del Reino a Pte. De Monteolivete,162485375.0,ENERO_2025,
A424,AVDA. FRANCIA,de Padre Tomás de Montañana a Paseo de la Alameda,815640916666667.0,ENERO_2025,
A425,CAMPOS CRESPO (Entre Tres Cruces y Fray Junípero Serra),,114000654666667.0,ENERO_2025,
A426,PIO XI (de Fray Junípero Serra a Fontanares),Fontanares,674830294117647.0,ENERO_2025,
A427,PONT DE FUSTA ( de Cronista Rivelles a Conde Trenor),Torres de Serrano,61244725.0,ENERO_2025,
A43,BARCAS - PINTOR SOROLLA,De Plaza del Ayuntamiento a Pl. Alfonso el Magnánimo,8983167325.0,ENERO_2025,
A430,CONSTITUCIÓN,Desde Pl. Don Bosco hasta Av. Hermanos Machado,10284629025.0,ENERO_2025,
A431,CONSTITUCIÓN,Desde Pl. Don Bosco hasta C/ Ruaya,591284083333333.0,ENERO_2025,
A432,ACCESO CAMINO DE MONCADA (P.I. + vías de servicio),,227538641666667.0,ENERO_2025,
A433,AV. PIO BAROJA ( Entre Manuel de Falla Y General Avilés),,4903498375.0,ENERO_2025,
A434,ÁNGEL GUIMERÁ (de Avda. Fernando el Católico a Buen Orden),Salida de la ciudad,223244008333333.0,ENERO_2025,
A435,PONT DE FUSTA,,61244725.0,ENERO_2025,
A436,C/ JUSTICIA,,507241999999999.0,ENERO_2025,
A438,TRINIDAD,,329153508333333.0,ENERO_2025,
A439,C/ MURILLO,,217588416666667.0,ENERO_2025,
A44,BARÓN DE CARCER,De C/ Pie de la Cruz a Quevedo,671910333333333.0,ENERO_2025,
A441,C/ EDUARDO PRIMO YÚFERA,,831824.0,ENERO_2025,
A442,CAMINO DE LAS MORERAS,,187523657407407.0,ENERO_2025,
A443,CAMINO DEL CANAL,,2716065.0,ENERO_2025,
A444,CONDE LUMINARES,de Hnos. Machado a Coronel Montesinos,785409166666667.0,ENERO_2025,
A445,AV. CONSTITUCIÓN,de Coronel Montesinos a Hnos. Machado,116986145833333.0,ENERO_2025,
A446,AV. CONSTITUCIÓN,entre Pl. Don Bosco y Coronel Montesinos,125593516666667.0,ENERO_2025,
A45,BARON DE CARCER,De Quevedo a Plaza San Agustín,161047916666667.0,ENERO_2025,
A46,BLANQUERIAS ,De Puente de las Artes a Puente de San José,351637966666667.0,ENERO_2025,
A47,BLASCO IBAÑEZ ,Entre Avenida de Aragón y Clariano,369501541666667.0,ENERO_2025,
A48,BLASCO IBAÑEZ ,Entre Botánico Cabanilles a Doctor Moliner,315410675.0,ENERO_2025,
A49,BLASCO IBAÑEZ ,Entre Clariano y Doctor Manuel Candela,3307284375.0,ENERO_2025,
A5,ACCESO BARCELONA ,Entre Primado Reig y Blasco Ibáñez,689366184210526.0,ENERO_2025,
A50,BLASCO IBAÑEZ ,Entre Doctor Manuel Candela y José María Haro,302018245833333.0,ENERO_2025,
A51,BLASCO IBAÑEZ ,Entre Doctor Moliner y Av. Aragón,410792933333333.0,ENERO_2025,
A52,BLASCO IBAÑEZ ,Entre José María Haro y Serrería,1866075.0,ENERO_2025,
A53,BOTANICO CABANILLES ,De Primado Reig a Blasco Ibáñez,210943116666667.0,ENERO_2025,
A54,BRASIL ,De C/ De la Democracia a Cartagena,446708916666667.0,ENERO_2025,
A55,CADIZ ,De Germanías a Peris y Valero,3982345.0,ENERO_2025,
A56,CAMINO DE MONCADA ,Entre Peset Aleixandre y Hnos. Machado,191302783833333.0,ENERO_2025,
A58,CAMINO NUEVO DE PICANYA ,Entre Piedrapiquers y Tres Cruces,632218575.0,ENERO_2025,
A59,ACCESO A ARCHIDUQUE CARLOS POR CAMINO NUEVO DE PICANYA ,Entre V-30 y Piedrapiquers,770500633333333.0,ENERO_2025,
A6,ACCESO ADEMUZ,De Camp del Turia a Av. Burjasot,482359741666667.0,ENERO_2025,
A60,CAMP DE TURIA,Entre Cortes Valencianas a Maestro Rodrigo,197849808333333.0,ENERO_2025,
A61,CAMPANAR,Entre Nicasio Benlloch y Pío XII,85620875.0,ENERO_2025,
A62,CAMPANAR,Entre Pío XII y Tirso de Molina,140740241666667.0,ENERO_2025,
A64,CARDENAL BENLLOCH ,Entre Avenida del Puerto y Santos Justo y Pastor,334762908333333.0,ENERO_2025,
A65,CARDENAL BENLLOCH ,Entre Santos Justo y Pastor a Blasco Ibáñez,315940783333333.0,ENERO_2025,
A66,CARRERA DE SAN LUIS ,De Avenida de la Plata a Hermanos Maristas,301074.0,ENERO_2025,
A67,CARRER DE LA DEMOCRÀCIA,De Velazquez a 9 de Octubre,209461583333333.0,ENERO_2025,
A68,CENTELLES,Entre Maestro Aguilar y Filipinas,6647155625.0,ENERO_2025,
A69,AV. DEL CID,De Archiduque Carlos a Pérez Galdós,38141625.0,ENERO_2025,
A7,PASEO DE LA ALAMEDA,De Eduardo Boscá a Pl. Zaragoza,264335883333333.0,ENERO_2025,
A70,AV. DEL CID,De Enguera a Archiduque Carlos,284204366666667.0,ENERO_2025,
A701,AV. DEL CID ,Entre Sureres y Tres Cruces,110612906666667.0,ENERO_2025,
A702,AV. DEL CID ,Entre José Maestre y Enguera,547669858333333.0,ENERO_2025,
A703,ACCESO ALBORAYA - AV. DE L'ORXATA  ,Entre Alboraya y Hermanos Machado,307686275.0,ENERO_2025,
A704,AUSIAS MARCH  ,Entre Antonio Ferrandis y Ebanista Caselles,63382425.0,ENERO_2025,
A706,P.I. PIO XII,,556683925.0,ENERO_2025,
A707,P.I. AV. CID ,,405811483333333.0,ENERO_2025,
A708,P.I. PÉREZ GALDÓS,,3228199125.0,ENERO_2025,
A709,P.I. CAMINO DE MONCADA,,122907666666667.0,ENERO_2025,
A71,AV. DEL CID,Entre Tres Cruces y Enguera,480113991666667.0,ENERO_2025,
A72,AV. DEL CID,Entre V-30 y Tres Cruces,961426966666667.0,ENERO_2025,
A73,CISCAR ,De Antiguo Reino a Marqués del Túria,531877041666667.0,ENERO_2025,
A74,CLARIANO ,Entre Blasco Ibáñez y ALBALAT DELS TARONGERS,322468983333333.0,ENERO_2025,
A76,COLON,De Pl. Porta de la Mar a Sorní,104850083333333.0,ENERO_2025,
A77,COLON,De Sorní a Ruzafa,14237627525.0,ENERO_2025,
A78,CONDE TRENOR,De Puente de Serranos a Puente de la Trinidad,52981945.0,ENERO_2025,
A8,PASEO DE LA ALAMEDA,De Pl. Zaragoza a Puente de las flores,324900658333333.0,ENERO_2025,
A80,CONSTITUCION,Desde Av. Hermanos Machado hasta C/ Rio Genil,204089341666667.0,ENERO_2025,
A81,CORTES VALENCIANAS ,desde GENERAL AVILES hasta LA SAFOR,675399166666667.0,ENERO_2025,
A82,CORTES VALENCIANAS (ACCESO POR CV-35),Entre Camp del Turia y La Safor,803361908333333.0,ENERO_2025,
A83,CUENCA ,De Fernando el Católico a Guillem de Castro,383904833333333.0,ENERO_2025,
A84,CUENCA ,De Calamocha a Pérez Galdós,463233833333333.0,ENERO_2025,
A85,CUENCA ,De Pérez Galdós a San José de Calasanz,613183888888889.0,ENERO_2025,
A86,CUENCA ,De San José de Calasanz a Fernando el Católico,57209575.0,ENERO_2025,
A87,DOCTOR GOMEZ FERRER ,De Blasco Ibáñez a Primado Reig,73202575.0,ENERO_2025,
A88,DOCTOR LLUCH ,De Mediterráneo a Pintor Ferrandis,50311382.0,ENERO_2025,
A89,DOCTOR LLUCH ,De Dr. Marcos Sopena a Mediterráneo,5600053125.0,ENERO_2025,
A9,PASEO DE LA ALAMEDA,De Pte. De las Flores a Pte. Exposición,328666658333333.0,ENERO_2025,
A90,DOCTOR LLUCH ,De Pintor Ferrandis a Los Naranjos,337234833333333.0,ENERO_2025,
A91,DOCTOR MANUEL CANDELA ,Entre Av. Del Puerto y Santos Justo y Pastor,374713043416667.0,ENERO_2025,
A92,DOCTOR MANUEL CANDELA ,Entre Santos Justo y Pastor y Blasco Ibáñez,366597427083333.0,ENERO_2025,
A93,DOCTOR MARCOS SOPENA ,Entre Pl. Armada Española y Eugenia Viñes,727400784313726.0,ENERO_2025,
A94,DOCTOR MOLINER ,De Alameda a Blasco Ibáñez,110068375.0,ENERO_2025,
A95,DOCTOR PESET ALEIXANDRE ,Entre Av. Burjasot y Juan XXIII,546154888796296.0,ENERO_2025,
A96,DOCTOR PESET ALEIXANDRE ,Entre Camino de Moncada y  Av. Constitución,526771533333333.0,ENERO_2025,
A97,DOCTOR PESET ALEIXANDRE ,Entre Juan XXIII y Camino de Moncada,51176015.0,ENERO_2025,
A98,DOLORES MARQUES ,De Valladolid a Primado Reig,874656875.0,ENERO_2025,
A99,EDUARDO BOSCA ,Entre Nueva Alameda y Av. Del Puerto,360477579166667.0,ENERO_2025,
B1,ACACIAS,,697506666666667.0,ENERO_2025,
B10,BARÓN DE SAN PETRILLO,,126410833333333.0,ENERO_2025,
B100,SERPIS,,576441041666667.0,ENERO_2025,
B103,TAMARINDOS,,291121.0,ENERO_2025,
B104,TENERIFE,,647687666666667.0,ENERO_2025,
B105,TORRES,,28200875.0,ENERO_2025,
B106,VICENTE GALLART,,120195916666667.0,ENERO_2025,
B108,VICENTE LA RODA,,151988125.0,ENERO_2025,
B109,VIRGEN DE LA CABEZA,,308640333333333.0,ENERO_2025,
B11,BENICADELL,,102578416666667.0,ENERO_2025,
B110,VIRGEN DEL SUFRAGIO,,119098083333333.0,ENERO_2025,
B111,ANTONIO FERRANDIS (Entre Autopista Saler y Av. Amado Granell Mesado (militar)),,501384391666667.0,ENERO_2025,
B114,PINTOR FERRANDIS,Entre Doctor Lluch y Pavía,764878947368421.0,ENERO_2025,
B115,ALAMEDA (DE MENORCA A IBIZA),,23102125.0,ENERO_2025,
B116,JUAN XXIII - ROTONDA,,181060308333333.0,ENERO_2025,
B118,MOLINELL,,560937833333333.0,ENERO_2025,
B119,ACTOR MORA,AV. CONSTITUCIÓN,926835087719298.0,ENERO_2025,
B12,BILBAO,,131012696078431.0,ENERO_2025,
B120,ACTOR MORA,VISITACIÓN,553087280701754.0,ENERO_2025,
B122,ARQUITECTO ALFARO,De Francisco Cubells a Av. Puerto,1088175.0,ENERO_2025,
B123,PADRE ANTÓN MARTÍN,De Avda. Naranjos a San Juan de Dios,70706375.0,ENERO_2025,
B124,MENDIZÁBAL,De Álvaro López a Fausto Elio,178993666666667.0,ENERO_2025,
B125,CUARTELL,De Florista a Alquería de Bellver,116932333333333.0,ENERO_2025,
B126,SIERRA AGULLENT,De Florista a Av. Burjasot,286625916666667.0,ENERO_2025,
B127,Doctor Vicente Zaragozá,,357197831666667.0,ENERO_2025,
B13,BORRULL,,21849025.0,ENERO_2025,
B14,BURRIANA,,265328666666667.0,ENERO_2025,
B15,CALIXTO III,,777885833333333.0,ENERO_2025,
B16,CAMPOAMOR,,309634803921569.0,ENERO_2025,
